constituency_no,constituency,constituency_type,name,party,alliance,gender,age,position,vote_share_percentage,margin_percentage,margin,valid_votes,votes,evm_votes,postal_votes,district_name,sub_region,enop,previous_winner,previous_winner_alliance
105,AMBALAPUZHA,GEN,JOHNSON MATHEW,Socialist Unity Centre Of India (COMMUNIST),Others,male,69,4,0.724529589,0.028412925,40,140781,1020,1001,19,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.43051454,CPM,LDF
105,AMBALAPUZHA,GEN,NOTA,None of the Above,Others,,,5,0.696116663,0,0,140781,980,958,22,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.43051454,CPM,LDF
106,KUTTANAD,GEN,REJI CHERIYAN,Kerala Congress,UDF,male,58,1,50.27896233,18.30135039,20600,112560,56594,55538,1056,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.646750724,NCP,LDF
106,KUTTANAD,GEN,THOMAS K. THOMAS,Nationalist Congress Party - Sharadchandra Pawar,LDF,male,68,2,31.97761194,16.93496802,19062,112560,35994,35429,565,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.646750724,NCP,LDF
106,KUTTANAD,GEN,SANTHOSH SANTHI,Bharath Dharma Jana Sena,NDA,male,50,3,15.04264392,14.40920398,16219,112560,16932,16702,230,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.646750724,NCP,LDF
106,KUTTANAD,GEN,NOTA,None of the Above,Others,,,4,0.633439943,0.021321962,24,112560,713,693,20,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.646750724,NCP,LDF
106,KUTTANAD,GEN,ROY MUTTAR,Aam Aadmi Party,Others,male,60,5,0.612117982,0.029317697,33,112560,689,666,23,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.646750724,NCP,LDF
106,KUTTANAD,GEN,P.K. SASI,Socialist Unity Centre Of India (COMMUNIST),Others,male,56,6,0.582800284,0.164356787,185,112560,656,628,28,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.646750724,NCP,LDF
106,KUTTANAD,GEN,JAISAPPAN MATHAI,Independent,Others,male,62,7,0.418443497,0.169687278,191,112560,471,463,8,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.646750724,NCP,LDF
106,KUTTANAD,GEN,JOEMON JOSEPH SRAMPICKAL A. P. J. JUMAN V. S.,Independent,Others,male,45,8,0.248756219,0.043532338,49,112560,280,276,4,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.646750724,NCP,LDF
106,KUTTANAD,GEN,RENJU T. R.,Independent,Others,male,40,9,0.205223881,0,0,112560,231,226,5,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.646750724,NCP,LDF
107,HARIPAD,GEN,RAMESH CHENNITHALA,Indian National Congress,UDF,male,69,1,47.07636861,16.14021279,23377,144837,68184,66495,1689,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.753214988,INC,UDF
107,HARIPAD,GEN,T.T.JISMON,Communist Party of India,LDF,male,44,2,30.93615582,9.517595642,13785,144837,44807,43956,851,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.753214988,INC,UDF
107,HARIPAD,GEN,SANDHEEP VAACHASPATHI,Bharatiya Janata Party,NDA,male,46,3,21.41856017,21.09750961,30557,144837,31022,30471,551,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.753214988,INC,UDF
107,HARIPAD,GEN,NOTA,None of the Above,Others,,,4,0.32105056,0.161560927,234,144837,465,459,6,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.753214988,INC,UDF
107,HARIPAD,GEN,VIDHYA V.P,Socialist Unity Centre Of India (COMMUNIST),Others,female,27,5,0.159489633,0.111849873,162,144837,231,217,14,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.753214988,INC,UDF
107,HARIPAD,GEN,SOUMYA V.SASIDHARAN,Independent,Others,female,34,6,0.047639761,0.006904313,10,144837,69,62,7,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.753214988,INC,UDF
107,HARIPAD,GEN,RAMESH C,Independent,Others,male,48,7,0.040735447,0,0,144837,59,55,4,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.753214988,INC,UDF
108,KAYAMKULAM,GEN,ADV.M.LIJU,Indian National Congress,UDF,male,46,1,49.32528523,10.0206565,15572,155399,76651,75179,1472,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.440612099,CPM,LDF
108,KAYAMKULAM,GEN,ADV.U.PRATHIBHA,Communist Party of India (Marxist),LDF,female,48,2,39.30462873,28.38242202,44106,155399,61079,59950,1129,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.440612099,CPM,LDF
108,KAYAMKULAM,GEN,THAMPI METTUTHARA,Bharath Dharma Jana Sena,NDA,male,55,3,10.92220671,10.47432738,16277,155399,16973,16671,302,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.440612099,CPM,LDF
108,KAYAMKULAM,GEN,NOTA,None of the Above,Others,,,4,0.44787933,0,0,155399,696,677,19,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.440612099,CPM,LDF
109,MAVELIKARA,SC,M.S. ARUN KUMAR,Communist Party of India (Marxist),LDF,male,36,1,47.08867503,11.02988077,15736,142667,67180,65859,1321,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.643952757,CPM,LDF
109,MAVELIKARA,SC,ADV. MUTHARA RAJ,Indian National Congress,UDF,female,28,2,36.05879426,19.79715001,28244,142667,51444,50353,1091,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.643952757,CPM,LDF
109,MAVELIKARA,SC,K. AJIMON,Bharatiya Janata Party,NDA,male,45,3,16.26164425,15.86561714,22635,142667,23200,22719,481,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.643952757,CPM,LDF
109,MAVELIKARA,SC,NOTA,None of the Above,Others,,,4,0.396027112,0.201167754,287,142667,565,556,9,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.643952757,CPM,LDF
109,MAVELIKARA,SC,SURESH NOORANAD,Ambedkarite Party of India,Others,male,45,5,0.194859358,0,0,142667,278,267,11,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.643952757,CPM,LDF
110,CHENGANNUR,GEN,SAJI CHERIAN,Communist Party of India (Marxist),LDF,male,60,1,42.09917416,7.488630989,10292,137435,57859,56842,1017,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.875695615,CPM,LDF
110,CHENGANNUR,GEN,ADV. ABI KURIAKOSE,Indian National Congress,UDF,male,64,2,34.61054317,12.0966275,16625,137435,47567,46601,966,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.875695615,CPM,LDF
110,CHENGANNUR,GEN,M. V .GOPAKUMAR,Bharatiya Janata Party,NDA,male,53,3,22.51391567,22.04969622,30304,137435,30942,30407,535,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.875695615,CPM,LDF
110,CHENGANNUR,GEN,NOTA,None of the Above,Others,,,4,0.464219449,0.152071889,209,137435,638,630,8,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.875695615,CPM,LDF
110,CHENGANNUR,GEN,B. PRANEESH,Socialist Unity Centre Of India (COMMUNIST),Others,male,53,5,0.312147561,0,0,137435,429,415,14,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.875695615,CPM,LDF
111,THIRUVALLA,GEN,ADV.VARGHESE MAMMEN,Kerala Congress,UDF,male,59,1,37.8159082,7.208781839,10146,140745,53224,51941,1283,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),3.068300363,JD(S),LDF
111,THIRUVALLA,GEN,ANOOP ANTONY,Bharatiya Janata Party,NDA,male,41,2,30.60712636,0.749582578,1055,140745,43078,42302,776,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),3.068300363,JD(S),LDF
111,THIRUVALLA,GEN,ADV. MATHEW T THOMAS,Independent,LDF,male,64,3,29.85754378,29.14774948,41024,140745,42023,41217,806,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),3.068300363,JD(S),LDF
111,THIRUVALLA,GEN,RAMESH CHATHENKARY,Bahujan Samaj Party,Others,male,58,4,0.709794309,0.316885147,446,140745,999,976,23,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),3.068300363,JD(S),LDF
111,THIRUVALLA,GEN,THOMAS MAMMEN,Independent,Others,male,66,5,0.392909162,0.034814736,49,140745,553,536,17,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),3.068300363,JD(S),LDF
111,THIRUVALLA,GEN,NOTA,None of the Above,Others,,,6,0.358094426,0.201783367,284,140745,504,501,3,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),3.068300363,JD(S),LDF
111,THIRUVALLA,GEN,AJU ALEX,Independent,Others,male,43,7,0.156311059,0.053998366,76,140745,220,214,6,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),3.068300363,JD(S),LDF
111,THIRUVALLA,GEN,ZEEN THOMAS,Independent,Others,male,51,8,0.102312693,0,0,140745,144,140,4,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),3.068300363,JD(S),LDF
112,RANNI,GEN,ADV. PAZHAKULAM MADHU,Indian National Congress,UDF,male,59,1,44.13006791,3.507666965,4344,123843,54652,53351,1301,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.625357352,KEC(M),LDF
112,RANNI,GEN,ADV. PRAMOD NARAYAN,Kerala Congress (M),LDF,male,49,2,40.62240094,26.09352164,32315,123843,50308,49466,842,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.625357352,KEC(M),LDF
112,RANNI,GEN,THOMAS K SAMUEL (BLESSON),Twenty 20 Party,NDA,male,45,3,14.52887931,14.0791163,17436,123843,17993,17745,248,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.625357352,KEC(M),LDF
112,RANNI,GEN,NOTA,None of the Above,Others,,,4,0.449763006,0.180874171,224,123843,557,550,7,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.625357352,KEC(M),LDF
112,RANNI,GEN,SREEHARI K P,Independent,Others,male,33,5,0.268888835,0,0,123843,333,319,14,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.625357352,KEC(M),LDF
113,ARANMULA,GEN,ABIN VARKEY KODIYATTU,Indian National Congress,UDF,male,36,1,44.51127342,12.05779613,18985,157450,70083,68189,1894,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.834171068,CPM,LDF
113,ARANMULA,GEN,VEENA GEORGE,Communist Party of India (Marxist),LDF,female,49,2,32.45347729,10.23499524,16115,157450,51098,50134,964,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.834171068,CPM,LDF
113,ARANMULA,GEN,KUMMANAM RAJASEKHARAN,Bharatiya Janata Party,NDA,male,73,3,22.21848206,21.82788187,34368,157450,34983,34262,721,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.834171068,CPM,LDF
113,ARANMULA,GEN,NOTA,None of the Above,Others,,,4,0.390600191,0.170212766,268,157450,615,598,17,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.834171068,CPM,LDF
113,ARANMULA,GEN,PRABHAKARAN V. R,Bahujan Samaj Party,Others,male,53,5,0.220387425,0.074944427,118,157450,347,339,8,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.834171068,CPM,LDF
113,ARANMULA,GEN,RADHAMANI,Socialist Unity Centre Of India (COMMUNIST),Others,female,62,6,0.145442998,0.085106383,134,157450,229,224,5,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.834171068,CPM,LDF
113,ARANMULA,GEN,OMALLOOR RAMACHANDRAN,Ambedkarite Party of India,Others,male,45,7,0.060336615,0,0,157450,95,93,2,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.834171068,CPM,LDF
114,KONNI,GEN,ADV K U JENISH KUMAR,Communist Party of India (Marxist),LDF,male,42,1,44.59214948,1.357409254,1838,135405,60380,59255,1125,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.50912469,CPM,LDF
114,KONNI,GEN,PROF SATHEESH KOCHUPARAMBIL,Indian National Congress,UDF,male,65,2,43.23474022,31.95155275,43264,135405,58542,57186,1356,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.50912469,CPM,LDF
114,KONNI,GEN,SUNDARESAN T P,Bharath Dharma Jana Sena,NDA,male,63,3,11.28318747,10.68867472,14473,135405,15278,14992,286,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.50912469,CPM,LDF
114,KONNI,GEN,NOTA,None of the Above,Others,,,4,0.594512758,0.299102692,405,135405,805,788,17,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.50912469,CPM,LDF
114,KONNI,GEN,ADV VARUGHESE OOMMEN,Independent,Others,male,50,5,0.295410066,0,0,135405,400,384,16,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.50912469,CPM,LDF
115,ADOOR,SC,ADVOCATE C V  SANTHAKUMAR,Indian National Congress,UDF,male,46,1,44.19923832,6.903187011,10332,149670,66153,64807,1346,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.736251957,CPI,LDF
115,ADOOR,SC,PRIJI KANNAN,Communist Party of India,LDF,female,31,2,37.29605131,19.69933854,29484,149670,55821,54777,1044,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.736251957,CPI,LDF
115,ADOOR,SC,ADV. PANDALAM PRATHAPAN,Bharatiya Janata Party,NDA,male,62,3,17.59671277,17.07356184,25554,149670,26337,25810,527,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.736251957,CPI,LDF
115,ADOOR,SC,NOTA,None of the Above,Others,,,4,0.523150932,0.138304269,207,149670,783,768,15,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.736251957,CPI,LDF
115,ADOOR,SC,SIVAKUMAR C S,Bahujan Samaj Party,Others,male,46,5,0.384846663,0,0,149670,576,565,11,PATHANAMTHITTA,TRAVANCORE (SOUTH KERALA),2.736251957,CPI,LDF
116,KARUNAGAPPALLY,GEN,C.R. MAHESH,Indian National Congress,UDF,male,46,1,47.81458411,15.40964246,26618,172736,82593,80775,1818,KOLLAM,TRAVANCORE (SOUTH KERALA),2.71537633,INC,UDF
116,KARUNAGAPPALLY,GEN,ADV.M.S. THARA,Communist Party of India,LDF,female,51,2,32.40494165,13.80951278,23854,172736,55975,54734,1241,KOLLAM,TRAVANCORE (SOUTH KERALA),2.71537633,INC,UDF
116,KARUNAGAPPALLY,GEN,V.S. JITHIN DEV,Bharatiya Janata Party,NDA,male,43,3,18.59542886,17.88509633,30894,172736,32121,31554,567,KOLLAM,TRAVANCORE (SOUTH KERALA),2.71537633,INC,UDF
116,KARUNAGAPPALLY,GEN,LATHEEF,Social Democratic Party Of India,Others,male,44,4,0.710332531,0.406400519,702,172736,1227,1219,8,KOLLAM,TRAVANCORE (SOUTH KERALA),2.71537633,INC,UDF
116,KARUNAGAPPALLY,GEN,NOTA,None of the Above,Others,,,5,0.303932012,0.133151167,230,172736,525,512,13,KOLLAM,TRAVANCORE (SOUTH KERALA),2.71537633,INC,UDF
116,KARUNAGAPPALLY,GEN,TWINKLE PRABHAKARAN,Socialist Unity Centre Of India (COMMUNIST),Others,female,49,6,0.170780845,0,0,172736,295,287,8,KOLLAM,TRAVANCORE (SOUTH KERALA),2.71537633,INC,UDF
117,CHAVARA,GEN,SHIBU BABY JOHN,Revolutionary Socialist Party,UDF,male,62,1,52.20311358,13.0479683,18573,142344,74308,72688,1620,KOLLAM,TRAVANCORE (SOUTH KERALA),2.315372698,IND,LDF
117,CHAVARA,GEN,DR.SUJITH VIJAYANPILLAI,Independent,LDF,male,48,2,39.15514528,31.41895689,44723,142344,55735,54546,1189,KOLLAM,TRAVANCORE (SOUTH KERALA),2.315372698,IND,LDF
117,CHAVARA,GEN,K.R.RAJESH,Bharatiya Janata Party,NDA,male,49,3,7.736188389,6.830635643,9723,142344,11012,10832,180,KOLLAM,TRAVANCORE (SOUTH KERALA),2.315372698,IND,LDF
117,CHAVARA,GEN,NOTA,None of the Above,Others,,,4,0.905552745,0,0,142344,1289,1276,13,KOLLAM,TRAVANCORE (SOUTH KERALA),2.315372698,IND,LDF
118,KUNNATHUR,SC,ULLAS  KOVUR,Revolutionary Socialist Party,UDF,male,46,1,49.6572233,15.42586578,25314,164101,81488,79470,2018,KOLLAM,TRAVANCORE (SOUTH KERALA),2.585891414,IND,LDF
118,KUNNATHUR,SC,KOVOOR  KUNJUMON,Kerala Revolutionary Socialist Party (Leninist- Marxist),LDF,male,58,2,34.23135752,19.09372886,31333,164101,56174,54763,1411,KOLLAM,TRAVANCORE (SOUTH KERALA),2.585891414,IND,LDF
118,KUNNATHUR,SC,RAJI  PRASAD,Bharatiya Janata Party,NDA,female,42,3,15.13762866,14.63306135,24013,164101,24841,24297,544,KOLLAM,TRAVANCORE (SOUTH KERALA),2.585891414,IND,LDF
118,KUNNATHUR,SC,NOTA,None of the Above,Others,,,4,0.504567309,0.258377463,424,164101,828,805,23,KOLLAM,TRAVANCORE (SOUTH KERALA),2.585891414,IND,LDF
118,KUNNATHUR,SC,MANTHARA  VELAYUDHAN,Independent,Others,male,55,5,0.246189846,0.023156471,38,164101,404,382,22,KOLLAM,TRAVANCORE (SOUTH KERALA),2.585891414,IND,LDF
118,KUNNATHUR,SC,T. SASIDHARAN,Socialist Unity Centre Of India (COMMUNIST),Others,male,76,6,0.223033376,0,0,164101,366,343,23,KOLLAM,TRAVANCORE (SOUTH KERALA),2.585891414,IND,LDF
119,KOTTARAKKARA,GEN,K.N. BALAGOPAL,Communist Party of India (Marxist),LDF,male,62,1,42.94543647,0.679860803,1012,148854,63926,62379,1547,KOLLAM,TRAVANCORE (SOUTH KERALA),2.615289819,CPM,LDF
119,KOTTARAKKARA,GEN,ADV.P. AISHA POTTY,Indian National Congress,UDF,female,67,2,42.26557566,28.38351673,42250,148854,62914,61317,1597,KOLLAM,TRAVANCORE (SOUTH KERALA),2.615289819,CPM,LDF
119,KOTTARAKKARA,GEN,R. RESMI,Bharatiya Janata Party,NDA,female,48,3,13.88205893,13.47158961,20053,148854,20664,20179,485,KOLLAM,TRAVANCORE (SOUTH KERALA),2.615289819,CPM,LDF
119,KOTTARAKKARA,GEN,NOTA,None of the Above,Others,,,4,0.410469319,0.151154823,225,148854,611,590,21,KOLLAM,TRAVANCORE (SOUTH KERALA),2.615289819,CPM,LDF
119,KOTTARAKKARA,GEN,MAMACHAN DANIEL,Aam Aadmi Party,Others,male,66,5,0.259314496,0.100769882,150,148854,386,374,12,KOLLAM,TRAVANCORE (SOUTH KERALA),2.615289819,CPM,LDF
119,KOTTARAKKARA,GEN,WILFRED ZACHARIAS,Bahujan Samaj Party,Others,male,53,6,0.158544614,0.079944106,119,148854,236,231,5,KOLLAM,TRAVANCORE (SOUTH KERALA),2.615289819,CPM,LDF
119,KOTTARAKKARA,GEN,SURESH. G,Equality Party of India,Others,male,53,7,0.078600508,0,0,148854,117,114,3,KOLLAM,TRAVANCORE (SOUTH KERALA),2.615289819,CPM,LDF
120,PATHANAPURAM,GEN,JYOTHI KUMAR CHAMAKKALA,Indian National Congress,UDF,male,53,1,49.61016691,6.038234888,8310,137623,68275,66968,1307,KOLLAM,TRAVANCORE (SOUTH KERALA),2.27975731,KEC(B),LDF
120,PATHANAPURAM,GEN,K B GANESH KUMAR,Kerala Congress (B),LDF,male,59,2,43.57193202,38.4630476,52934,137623,59965,58978,987,KOLLAM,TRAVANCORE (SOUTH KERALA),2.27975731,KEC(B),LDF
120,PATHANAPURAM,GEN,ANIL PILLAI,Twenty 20 Party,NDA,male,53,3,5.108884416,4.651838719,6402,137623,7031,6897,134,KOLLAM,TRAVANCORE (SOUTH KERALA),2.27975731,KEC(B),LDF
120,PATHANAPURAM,GEN,VIPIN KANIKONATHU,Bahujan Samaj Party,Others,male,36,4,0.457045697,0.011625964,16,137623,629,610,19,KOLLAM,TRAVANCORE (SOUTH KERALA),2.27975731,KEC(B),LDF
120,PATHANAPURAM,GEN,NOTA,None of the Above,Others,,,5,0.445419734,0.0479571,66,137623,613,603,10,KOLLAM,TRAVANCORE (SOUTH KERALA),2.27975731,KEC(B),LDF
120,PATHANAPURAM,GEN,N P GENASH KUMAR S/O PARAMU,Independent,Others,male,72,6,0.397462633,0.181655683,250,137623,547,541,6,KOLLAM,TRAVANCORE (SOUTH KERALA),2.27975731,KEC(B),LDF
120,PATHANAPURAM,GEN,ANEESH KILIMANOOR,Democratic Human Rights Movement Party,Others,male,36,7,0.215806951,0.022525305,31,137623,297,292,5,KOLLAM,TRAVANCORE (SOUTH KERALA),2.27975731,KEC(B),LDF
120,PATHANAPURAM,GEN,JYOTHISH KUMAR M,Independent,Others,male,38,8,0.193281646,0,0,137623,266,261,5,KOLLAM,TRAVANCORE (SOUTH KERALA),2.27975731,KEC(B),LDF
121,PUNALUR,GEN,C. AJAYAPRASAD,Communist Party of India,LDF,male,59,1,50.46718483,15.1021353,21529,142556,71944,70657,1287,KOLLAM,TRAVANCORE (SOUTH KERALA),2.552751158,CPI,LDF
121,PUNALUR,GEN,NOUSHAD YOUNUS,Indian Union Muslim League,UDF,male,55,2,35.36504952,24.56718763,35022,142556,50415,49624,791,KOLLAM,TRAVANCORE (SOUTH KERALA),2.552751158,CPI,LDF
121,PUNALUR,GEN,ADV. REGHUNADH KAMUKUMCHERY,Twenty 20 Party,NDA,male,55,3,10.79786189,9.718987626,13855,142556,15393,15179,214,KOLLAM,TRAVANCORE (SOUTH KERALA),2.552751158,CPI,LDF
121,PUNALUR,GEN,NEDUMONCAVU GOPALAKRISHNAN,Equality Party of India,Others,male,58,4,1.078874267,0.079267095,113,142556,1538,1522,16,KOLLAM,TRAVANCORE (SOUTH KERALA),2.552751158,CPI,LDF
121,PUNALUR,GEN,JOSE SARANATH,Bahujan Samaj Party,Others,male,55,5,0.999607172,0.101012935,144,142556,1425,1378,47,KOLLAM,TRAVANCORE (SOUTH KERALA),2.552751158,CPI,LDF
121,PUNALUR,GEN,NOTA,None of the Above,Others,,,6,0.898594237,0.505766155,721,142556,1281,1247,34,KOLLAM,TRAVANCORE (SOUTH KERALA),2.552751158,CPI,LDF
121,PUNALUR,GEN,K. MAHESH,Socialist Unity Centre Of India (COMMUNIST),Others,male,49,7,0.392828082,0,0,142556,560,542,18,KOLLAM,TRAVANCORE (SOUTH KERALA),2.552751158,CPI,LDF
122,CHADAYAMANGALAM,GEN,M. M. NASEER,Indian National Congress,UDF,male,59,1,44.55239462,4.884509983,7486,153260,68281,66974,1307,KOLLAM,TRAVANCORE (SOUTH KERALA),2.668582977,CPI,LDF
122,CHADAYAMANGALAM,GEN,J. CHINCHURANI,Communist Party of India,LDF,female,63,2,39.66788464,25.98460133,39824,153260,60795,59417,1378,KOLLAM,TRAVANCORE (SOUTH KERALA),2.668582977,CPI,LDF
122,CHADAYAMANGALAM,GEN,R.S. ARUNRAJ,Bharatiya Janata Party,NDA,male,50,3,13.68328331,12.59102179,19297,153260,20971,20582,389,KOLLAM,TRAVANCORE (SOUTH KERALA),2.668582977,CPI,LDF
122,CHADAYAMANGALAM,GEN,SHARAFATH MALLAM,Social Democratic Party Of India,Others,male,47,4,1.092261516,0.517421375,793,153260,1674,1656,18,KOLLAM,TRAVANCORE (SOUTH KERALA),2.668582977,CPI,LDF
122,CHADAYAMANGALAM,GEN,NOTA,None of the Above,Others,,,5,0.574840141,0.326242986,500,153260,881,865,16,KOLLAM,TRAVANCORE (SOUTH KERALA),2.668582977,CPI,LDF
122,CHADAYAMANGALAM,GEN,AJI KADASSERY,Democratic Human Rights Movement Party,Others,male,47,6,0.248597155,0.067858541,104,153260,381,371,10,KOLLAM,TRAVANCORE (SOUTH KERALA),2.668582977,CPI,LDF
122,CHADAYAMANGALAM,GEN,G. JAYAN MOONLIGHT CHITHARA,Independent,Others,male,63,7,0.180738614,0,0,153260,277,274,3,KOLLAM,TRAVANCORE (SOUTH KERALA),2.668582977,CPI,LDF
123,KUNDARA,GEN,P. C. VISHNUNADH,Indian National Congress,UDF,male,47,1,53.43948812,19.80609924,32564,164414,87862,86238,1624,KOLLAM,TRAVANCORE (SOUTH KERALA),2.42659993,INC,UDF
123,KUNDARA,GEN,S. L. SAJIKUMAR,Communist Party of India (Marxist),LDF,male,57,2,33.63338888,22.07962826,36302,164414,55298,54315,983,KOLLAM,TRAVANCORE (SOUTH KERALA),2.42659993,INC,UDF
123,KUNDARA,GEN,DR. ROBIN RADHAKRISHNAN,Bharatiya Janata Party,NDA,male,34,3,11.55376063,11.11462528,18274,164414,18996,18737,259,KOLLAM,TRAVANCORE (SOUTH KERALA),2.42659993,INC,UDF
123,KUNDARA,GEN,RIYAS KANNANALLOOR,Independent,Others,male,40,4,0.439135353,0.016421959,27,164414,722,718,4,KOLLAM,TRAVANCORE (SOUTH KERALA),2.42659993,INC,UDF
123,KUNDARA,GEN,NOTA,None of the Above,Others,,,5,0.422713394,0.074811147,123,164414,695,682,13,KOLLAM,TRAVANCORE (SOUTH KERALA),2.42659993,INC,UDF
123,KUNDARA,GEN,LATHIKA BALAKRISHNAN,Bahujan Samaj Party,Others,female,55,6,0.347902247,0.184290875,303,164414,572,567,5,KOLLAM,TRAVANCORE (SOUTH KERALA),2.42659993,INC,UDF
123,KUNDARA,GEN,RAHUL R.,Socialist Unity Centre Of India (COMMUNIST),Others,male,33,7,0.163611371,0,0,164414,269,266,3,KOLLAM,TRAVANCORE (SOUTH KERALA),2.42659993,INC,UDF
124,KOLLAM,GEN,ADV. BINDHU KRISHNA,Indian National Congress,UDF,female,53,1,48.89814172,12.97709924,16830,129690,63416,62298,1118,KOLLAM,TRAVANCORE (SOUTH KERALA),2.573330243,CPM,LDF
124,KOLLAM,GEN,S. JAYAMOHAN,Communist Party of India (Marxist),LDF,male,66,2,35.92104249,21.62772766,28049,129690,46586,45730,856,KOLLAM,TRAVANCORE (SOUTH KERALA),2.573330243,CPM,LDF
124,KOLLAM,GEN,DR. PRATHAP KUMAR N,Bharatiya Janata Party,NDA,male,61,3,14.29331483,13.74200015,17822,129690,18537,18252,285,KOLLAM,TRAVANCORE (SOUTH KERALA),2.573330243,CPM,LDF
124,KOLLAM,GEN,NOTA,None of the Above,Others,,,4,0.551314673,0.327704526,425,129690,715,695,20,KOLLAM,TRAVANCORE (SOUTH KERALA),2.573330243,CPM,LDF
124,KOLLAM,GEN,ADV. SINU.L.R,Aam Aadmi Party,Others,male,47,5,0.223610147,0.111034004,144,129690,290,288,2,KOLLAM,TRAVANCORE (SOUTH KERALA),2.573330243,CPM,LDF
124,KOLLAM,GEN,MYLODE SUDHAN,Bahujan Samaj Party,Others,male,61,6,0.112576143,0,0,129690,146,144,2,KOLLAM,TRAVANCORE (SOUTH KERALA),2.573330243,CPM,LDF
125,ERAVIPURAM,GEN,ADV.VISHNU MOHAN,Revolutionary Socialist Party,UDF,male,39,1,48.63352067,6.649595117,8803,132384,64383,63592,791,KOLLAM,TRAVANCORE (SOUTH KERALA),2.385953447,CPM,LDF
125,ERAVIPURAM,GEN,M.NOUSHAD,Communist Party of India (Marxist),LDF,male,61,2,41.98392555,34.0758702,45111,132384,55580,54742,838,KOLLAM,TRAVANCORE (SOUTH KERALA),2.385953447,CPM,LDF
125,ERAVIPURAM,GEN,SAJEE D ANAND,Bharath Dharma Jana Sena,NDA,male,52,3,7.908055354,7.21915035,9557,132384,10469,10347,122,KOLLAM,TRAVANCORE (SOUTH KERALA),2.385953447,CPM,LDF
125,ERAVIPURAM,GEN,NOTA,None of the Above,Others,,,4,0.688905004,0.237944162,315,132384,912,889,23,KOLLAM,TRAVANCORE (SOUTH KERALA),2.385953447,CPM,LDF
